KR_Aur 93.93296 28.58586 1.0
3A_0620-003 95.68559 -0.34564 1.0
V4641_Sgr 274.84014 -25.40718 1.0
V404_Cyg 306.01594 33.86721 1.0
KV_UMa 169.54497 48.03676 1.0
